index,PSCT,ticker
2016-04-29 00:00:00+00:00,39.9348307412,KBWP
2016-01-29 00:00:00+00:00,26.7327151356,KBWB
2016-02-29 00:00:00+00:00,25.3150094259,KBWB
2016-03-31 00:00:00+00:00,27.0288980997,KBWB
2016-04-29 00:00:00+00:00,29.1055285042,KBWB
2016-01-29 00:00:00+00:00,30.3161041488,KBWR
2016-02-29 00:00:00+00:00,29.6453214882,KBWR
2016-03-31 00:00:00+00:00,31.9809711083,KBWR
2016-04-29 00:00:00+00:00,33.9393241944,KBWR
2016-01-29 00:00:00+00:00,8.6751149487,MORT
2016-02-29 00:00:00+00:00,8.926774003,MORT
2016-03-31 00:00:00+00:00,9.5820372011,MORT
2016-04-29 00:00:00+00:00,9.6608584644,MORT
2016-01-29 00:00:00+00:00,56.0623288069,PSR
2016-02-29 00:00:00+00:00,55.7872998648,PSR
2016-03-31 00:00:00+00:00,61.3368492225,PSR
2016-04-29 00:00:00+00:00,59.8333344445,PSR
2016-01-29 00:00:00+00:00,15.7719686227,KBWY
2016-02-29 00:00:00+00:00,16.2548922855,KBWY
2016-03-31 00:00:00+00:00,18.1087552989,KBWY
2016-04-29 00:00:00+00:00,18.15849161,KBWY
2016-01-29 00:00:00+00:00,15.2736208732,SCHH
2016-02-29 00:00:00+00:00,15.1211655033,SCHH
2016-03-31 00:00:00+00:00,16.6894034299,SCHH
2016-04-29 00:00:00+00:00,16.2137151195,SCHH
2016-01-29 00:00:00+00:00,15.4219557008,ROOF
2016-02-29 00:00:00+00:00,15.564312215,ROOF
2016-03-31 00:00:00+00:00,17.1847389615,ROOF
2016-04-29 00:00:00+00:00,17.2190398376,ROOF
